airport_id,city,state,name
10165,Adak Island,AK,Adak
10299,Anchorage,AK,Ted Stevens Anchorage International
10304,Aniak,AK,Aniak Airport
10754,Barrow,AK,Wiley Post/Will Rogers Memorial
10551,Bethel,AK,Bethel Airport
10926,Cordova,AK,Merle K Mudhole Smith
14709,Deadhorse,AK,Deadhorse Airport
11336,Dillingham,AK,Dillingham Airport
11630,Fairbanks,AK,Fairbanks International
11997,Gustavus,AK,Gustavus Airport
12523,Juneau,AK,Juneau International
12819,Ketchikan,AK,Ketchikan International
10245,King Salmon,AK,King Salmon Airport
10170,Kodiak,AK,Kodiak Airport
13970,Kotzebue,AK,Ralph Wien Memorial
13873,Nome,AK,Nome Airport
14256,Petersburg,AK,Petersburg James A Johnson
14828,Sitka,AK,Sitka Rocky Gutierrez
12807,St. Mary's,AK,St. Mary's Airport
11445,Unalaska,AK,Unalaska Airport
15841,Wrangell,AK,Wrangell Airport
15991,Yakutat,AK,Yakutat Airport
10599,Birmingham,AL,Birmingham-Shuttlesworth International
11308,Dothan,AL,Dothan Regional
12217,Huntsville,AL,Huntsville International-Carl T Jones Field
13422,Mobile,AL,Mobile Regional
13277,Montgomery,AL,Montgomery Regional
15919,Fayetteville,AR,Northwest Arkansas Regional
11778,Fort Smith,AR,Fort Smith Regional
12992,Little Rock,AR,Adams Field
15401,Texarkana,AR,Texarkana Regional-Webb Field
11695,Flagstaff,AZ,Flagstaff Pulliam
11869,Grand Canyon,AZ,Grand Canyon National Park
14107,Phoenix,AZ,Phoenix Sky Harbor International
15376,Tucson,AZ,Tucson International
16218,Yuma,AZ,Yuma MCAS/Yuma International
10157,Arcata/Eureka,CA,Arcata
10561,Bakersfield,CA,Meadows Field
10800,Burbank,CA,Bob Hope
11041,Carlsbad,CA,McClellan-Palomar
11002,Chico,CA,Chico Municipal
10910,Concord,CA,Buchanan Field
10930,Crescent City,CA,Jack McNamara Field
12363,El Centro,CA,Imperial County
11638,Fresno,CA,Fresno Yosemite International
12436,Inyokern,CA,Inyokern Airport
15383,Lake Tahoe,CA,Lake Tahoe Airport
12954,Long Beach,CA,Long Beach Airport
12892,Los Angeles,CA,Los Angeles International
13388,Mammoth Lakes,CA,Mammoth Lakes Airport
13424,Modesto,CA,Modesto City-County-Harry Sham Field
13476,Monterey,CA,Monterey Peninsula
13796,Oakland,CA,Metropolitan Oakland International
13891,Ontario,CA,Ontario International
13988,Oxnard/Ventura,CA,Oxnard
14262,Palm Springs,CA,Palm Springs International
14162,Palmdale,CA,Palmdale USAF Plant 42
14487,Redding,CA,Redding Municipal
14893,Sacramento,CA,Sacramento International
14679,San Diego,CA,San Diego International
14771,San Francisco,CA,San Francisco International
14831,San Jose,CA,Norman Y. Mineta San Jose International
14698,San Luis Obispo,CA,San Luis County Regional
14908,Santa Ana,CA,John Wayne Airport-Orange County
14689,Santa Barbara,CA,Santa Barbara Municipal
14905,Santa Maria,CA,Santa Maria Public/Capt. G. Allan Hancock Field
14716,Stockton,CA,Stockton Metropolitan
15601,Visalia,CA,Visalia Municipal
10372,Aspen,CO,Aspen Pitkin County Sardy Field
11109,Colorado Springs,CO,City of Colorado Springs Municipal
11292,Denver,CO,Denver International
11413,Durango,CO,Durango La Plata County
11503,Eagle,CO,Eagle County Regional
11921,Grand Junction,CO,Grand Junction Regional
12012,Gunnison,CO,Gunnison-Crested Butte Regional
12094,Hayden,CO,Yampa Valley
13502,Montrose/Delta,CO,Montrose Regional
14288,Pueblo,CO,Pueblo Memorial
15177,Telluride,CO,Telluride Regional
10529,Hartford,CT,Bradley International
12244,New Haven,CT,Tweed New Haven
11278,Washington,DC,Ronald Reagan Washington National
12264,Washington,DC,Washington Dulles International
12320,Wilmington,DE,New Castle
15994,Yap,Federated States of Micronesia,Yap International
11252,Daytona Beach,FL,Daytona Beach International
11697,Fort Lauderdale,FL,Fort Lauderdale-Hollywood International
14635,Fort Myers,FL,Southwest Florida International
11953,Gainesville,FL,Gainesville Regional
12451,Jacksonville,FL,Jacksonville International
11624,Key West,FL,Key West International
13501,Marathon,FL,The Florida Keys Marathon
13360,Melbourne,FL,Melbourne International
13303,Miami,FL,Miami International
10329,Naples,FL,Naples Municipal
13204,Orlando,FL,Orlando International
14078,Panama City,FL,Bay County
11481,Panama City,FL,Northwest Florida Beaches International
14193,Pensacola,FL,Pensacola Gulf Coast Regional
14986,Sarasota/Bradenton,FL,Sarasota/Bradenton International
14112,St. Petersburg,FL,St. Petersburg-Clearwater International
15249,Tallahassee,FL,Tallahassee Regional
15304,Tampa,FL,Tampa International
15624,Valparaiso,FL,Northwest Florida Regional
14027,West Palm Beach/Palm Beach,FL,Palm Beach International
10146,Albany,GA,Southwest Georgia Regional
10397,Atlanta,GA,Hartsfield-Jackson Atlanta International
10208,Augusta,GA,Augusta Regional at Bush Field
10731,Brunswick,GA,Brunswick Golden Isles
11150,Columbus,GA,Columbus Metropolitan
13203,Macon,GA,Middle Georgia Regional
14685,Savannah,GA,Savannah/Hilton Head International
15607,Valdosta,GA,Valdosta Regional
12402,Hilo,HI,Hilo International
12173,Honolulu,HI,Honolulu International
13347,Hoolehua,HI,Molokai
13830,Kahului,HI,Kahului Airport
12758,Kona,HI,Kona International Airport at Keahole
13034,Lanai,HI,Lanai Airport
12982,Lihue,HI,Lihue Airport
11003,Cedar Rapids/Iowa City,IA,The Eastern Iowa
11423,Des Moines,IA,Des Moines International
11274,Dubuque,IA,Dubuque Regional
15048,Sioux City,IA,Sioux Gateway/Col. Bud Day Field
10268,Waterloo,IA,Waterloo Regional
10713,Boise,ID,Boise Air Terminal
12280,Idaho Falls,ID,Idaho Falls Regional
13127,Lewiston,ID,Lewiston Nez Perce County
14113,Pocatello,ID,Pocatello Regional
15041,Sun Valley/Hailey/Ketchum,ID,Friedman Memorial
15389,Twin Falls,ID,Joslin Field - Magic Valley Regional
10685,Bloomington/Normal,IL,Central Illinois Regional
11067,Champaign/Urbana,IL,University of Illinois/Willard
13232,Chicago,IL,Chicago Midway International
13930,Chicago,IL,Chicago O'Hare International
13367,Moline,IL,Quad City International
14108,Peoria,IL,General Downing - Peoria International
14512,Rockford,IL,Chicago/Rockford International
14952,Springfield,IL,Abraham Lincoln Capital
11612,Evansville,IN,Evansville Regional
11823,Fort Wayne,IN,Fort Wayne International
12339,Indianapolis,IN,Indianapolis International
14696,South Bend,IN,South Bend Airport
11867,Garden City,KS,Garden City Regional
13290,Manhattan/Ft. Riley,KS,Manhattan Regional
11726,Topeka,KS,Forbes Field
12278,Wichita,KS,Wichita Mid-Continent
12945,Lexington,KY,Blue Grass
14730,Louisville,KY,Louisville International-Standiford Field
14006,Paducah,KY,Barkley Regional
10185,Alexandria,LA,Alexandria International
10781,Baton Rouge,LA,Baton Rouge Metropolitan/Ryan Field
12951,Lafayette,LA,Lafayette Regional
12915,Lake Charles,LA,Lake Charles Regional
13377,Monroe,LA,Monroe Regional
13495,New Orleans,LA,Louis Armstrong New Orleans International
14814,Shreveport,LA,Shreveport Regional
10721,Boston,MA,Logan International
13541,Martha's Vineyard,MA,Martha's Vineyard Airport
10154,Nantucket,MA,Nantucket Memorial
13933,Worcester,MA,Worcester Regional
10821,Baltimore,MD,Baltimore/Washington International Thurgood Marshall
10581,Bangor,ME,Bangor International
14321,Portland,ME,Portland International Jetport
11295,Detroit,MI,Coleman A. Young Municipal
11433,Detroit,MI,Detroit Metro Wayne County
11721,Flint,MI,Bishop International
11986,Grand Rapids,MI,Gerald R. Ford International
11076,Hancock/Houghton,MI,Houghton County Memorial
10469,Kalamazoo,MI,Kalamazoo/Battle Creek International
12884,Lansing,MI,Capital Region International
13459,Marquette,MI,Sawyer International
13344,Muskegon,MI,Muskegon County
14150,Pellston,MI,Pellston Regional Airport of Emmet County
13184,Saginaw/Bay City/Midland,MI,MBS International
15380,Traverse City,MI,Cherry Capital
10631,Bemidji,MN,Bemidji Regional
11337,Duluth,MN,Duluth International
12343,International Falls,MN,Falls International
13487,Minneapolis,MN,Minneapolis-St Paul International
14633,Rochester,MN,Rochester International
10643,Branson,MO,Branson Airport
11111,Columbia,MO,Columbia Regional
12511,Joplin,MO,Joplin Regional
13341,Kansas City,MO,Charles B. Wheeler Downtown
13198,Kansas City,MO,Kansas City International
14783,Springfield,MO,Springfield-Branson National
15016,St. Louis,MO,Lambert-St. Louis International
12007,Columbus,MS,Golden Triangle Regional
11931,Greenville,MS,Mid Delta Regional
11973,Gulfport/Biloxi,MS,Gulfport-Biloxi International
12448,Jackson/Vicksburg,MS,Jackson - Evers International
13241,Meridian,MS,Key Field
15502,Tunica,MS,Tunica Municipal
15374,Tupelo,MS,Tupelo Regional
10620,Billings,MT,Billings Logan International
10849,Bozeman,MT,Bozeman Yellowstone International
10779,Butte,MT,Bert Mooney
12003,Great Falls,MT,Great Falls International
12156,Helena,MT,Helena Regional
11648,Kalispell,MT,Glacier Park International
13486,Missoula,MT,Missoula International
15897,West Yellowstone,MT,Yellowstone
10431,Asheville,NC,Asheville Regional
11057,Charlotte,NC,Charlotte Douglas International
11641,Fayetteville,NC,Fayetteville Regional/Grannis Field
11995,Greensboro/High Point,NC,Piedmont Triad International
12149,Hickory,NC,Hickory Regional
13795,Jacksonville/Camp Lejeune,NC,Albert J Ellis
12390,Kinston,NC,Kinston Regional Jetport at Stallings Field
11617,New Bern/Morehead/Beaufort,NC,Coastal Carolina Regional
14938,Pinehurst/Southern Pines,NC,Moore County
14492,Raleigh/Durham,NC,Raleigh-Durham International
12323,Wilmington,NC,Wilmington International
10627,Bismarck/Mandan,ND,Bismarck Municipal
11637,Fargo,ND,Hector International
11898,Grand Forks,ND,Grand Forks International
13304,Minot,ND,Minot AFB
13433,Minot,ND,Minot International
14490,Red River,ND,Grand Forks AFB
11980,Grand Island,NE,Central Nebraska Regional
13029,Lincoln,NE,Lincoln Airport
13871,Omaha,NE,Eppley Airfield
10558,Scottsbluff,NE,Western Neb. Regional/William B. Heilig Field
13296,Manchester,NH,Manchester-Boston Regional
10158,Atlantic City,NJ,Atlantic City International
11618,Newark,NJ,Newark Liberty International
15356,Trenton,NJ,Trenton Mercer
10140,Albuquerque,NM,Albuquerque International Sunport
11711,Farmington,NM,Four Corners Regional
12177,Hobbs,NM,Lea County Regional
14588,Roswell,NM,Roswell International Air Center
14674,Santa Fe,NM,Santa Fe Municipal
11525,Elko,NV,Elko Regional
12889,Las Vegas,NV,McCarran International
14570,Reno,NV,Reno/Tahoe International
10257,Albany,NY,Albany International
10577,Binghamton,NY,Greater Binghamton/Edwin A. Link Field
10792,Buffalo,NY,Buffalo Niagara International
11537,Elmira/Corning,NY,Elmira/Corning Regional
12391,Islip,NY,Long Island MacArthur
12397,Ithaca/Cortland,NY,Ithaca Tompkins Regional
12478,New York,NY,John F. Kennedy International
12953,New York,NY,LaGuardia
15070,Newburgh/Poughkeepsie,NY,Stewart International
14576,Rochester,NY,Greater Rochester International
15096,Syracuse,NY,Syracuse Hancock International
15431,Utica/Rome,NY,Oneida County
10361,Watertown,NY,Watertown International
12197,White Plains,NY,Westchester County
10874,Akron,OH,Akron-Canton Regional
11193,Cincinnati,OH,Cincinnati/Northern Kentucky International
11042,Cleveland,OH,Cleveland-Hopkins International
11066,Columbus,OH,Port Columbus International
11267,Dayton,OH,James M Cox/Dayton International
15295,Toledo,OH,Toledo Express
12891,Lawton/Fort Sill,OK,Lawton-Fort Sill Regional
13851,Oklahoma City,OK,Will Rogers World
15370,Tulsa,OK,Tulsa International
14489,Bend/Redmond,OR,Roberts Field
11603,Eugene,OR,Mahlon Sweet Field
13024,Klamath Falls,OR,Klamath Falls Airport
13264,Medford,OR,Rogue Valley International - Medford
13964,North Bend/Coos Bay,OR,Southwest Oregon Regional
14057,Portland,OR,Portland International
14871,Salem,OR,McNary Field
10135,Allentown/Bethlehem/Easton,PA,Lehigh Valley International
11577,Erie,PA,Erie International/Tom Ridge Field
13230,Harrisburg,PA,Harrisburg International
14100,Philadelphia,PA,Philadelphia International
14122,Pittsburgh,PA,Pittsburgh International
10434,Scranton/Wilkes-Barre,PA,Wilkes Barre Scranton International
14711,State College,PA,University Park
14583,Koror,Palau,Babelthuap
10732,Aguadilla,PR,Rafael Hernandez
13176,Mayaguez,PR,Eugenio Maria de Hostos
14254,Ponce,PR,Mercedita
14843,San Juan,PR,Luis Munoz Marin International
14307,Providence,RI,Theodore Francis Green State
10994,Charleston,SC,Charleston AFB/International
10868,Columbia,SC,Columbia Metropolitan
11699,Florence,SC,Florence Regional
11996,Greer,SC,Greenville-Spartanburg International
12124,Hilton Head,SC,Hilton Head Airport
13577,Myrtle Beach,SC,Myrtle Beach International
10141,Aberdeen,SD,Aberdeen Regional
14120,Pierre,SD,Pierre Regional
14457,Rapid City,SD,Rapid City Regional
11775,Sioux Falls,SD,Joe Foss Field
15323,Bristol/Johnson City/Kingsport,TN,Tri-Cities Regional TN/VA
10980,Chattanooga,TN,Lovell Field
15412,Knoxville,TN,McGhee Tyson
13244,Memphis,TN,Memphis International
10693,Nashville,TN,Nashville International
12016,Guam,TT,Guam International
14582,Rota,TT,Rota International
14955,Saipan,TT,Francisco C. Ada Saipan International
10136,Abilene,TX,Abilene Regional
10279,Amarillo,TX,Rick Husband Amarillo International
10423,Austin,TX,Austin - Bergstrom International
16440,Austin,TX,Robert Mueller Municipal
10728,Beaumont/Port Arthur,TX,Jack Brooks Regional
10747,Brownsville,TX,Brownsville South Padre Island International
11049,College Station/Bryan,TX,Easterwood Field
11140,Corpus Christi,TX,Corpus Christi International
11259,Dallas,TX,Dallas Love Field
11298,Dallas/Fort Worth,TX,Dallas/Fort Worth International
11415,Del Rio,TX,Del Rio International
11540,El Paso,TX,El Paso International
12206,Harlingen/San Benito,TX,Valley International
11495,Houston,TX,Ellington Field
12266,Houston,TX,George Bush Intercontinental/Houston
12191,Houston,TX,William P Hobby
11982,Killeen,TX,Robert Gray AAF
12319,Killeen,TX,Skylark Field
13061,Laredo,TX,Laredo International
11905,Longview,TX,East Texas Regional
12896,Lubbock,TX,Lubbock Preston Smith International
13158,Midland/Odessa,TX,Midland International
13256,Mission/McAllen/Edinburg,TX,McAllen Miller International
14842,San Angelo,TX,San Angelo Regional/Mathis Field
14683,San Antonio,TX,San Antonio International
15411,Tyler,TX,Tyler Pounds Regional
15569,Victoria,TX,Victoria Regional
10155,Waco,TX,Waco Regional
14960,Wichita Falls,TX,Sheppard AFB/Wichita Falls Municipal
10918,Cedar City,UT,Cedar City Regional
13829,Ogden,UT,Ogden-Hinckley
14314,Provo,UT,Provo Municipal
14869,Salt Lake City,UT,Salt Lake City International
14794,St. George,UT,St George Municipal
10990,Charlottesville,VA,Charlottesville Albemarle
13139,Lynchburg,VA,Lynchburg Regional/Preston Glenn Field
14098,Newport News/Williamsburg,VA,Newport News/Williamsburg International
13931,Norfolk,VA,Norfolk International
14524,Richmond,VA,Richmond International
14574,Roanoke,VA,Roanoke Regional/Woodrum Field
15024,Charlotte Amalie,VI,Cyril E King
15027,Christiansted,VI,Henry E. Rohlsen
10785,Burlington,VT,Burlington International
10666,Bellingham,WA,Bellingham International
13546,Moses Lake,WA,Grant County International
14252,Pasco/Kennewick/Richland,WA,Tri Cities
10559,Seattle,WA,Boeing Field/King County International
14747,Seattle,WA,Seattle/Tacoma International
11884,Spokane,WA,Spokane International
16101,Yakima,WA,Yakima Air Terminal/McAllister Field
10408,Appleton,WI,Outagamie County Regional
11471,Eau Claire,WI,Chippewa Valley Regional
11977,Green Bay,WI,Austin Straubel International
13076,La Crosse,WI,La Crosse Municipal
13485,Madison,WI,Dane County Regional-Truax Field
13342,Milwaukee,WI,General Mitchell International
11203,Mosinee,WI,Central Wisconsin
14520,Rhinelander,WI,Rhinelander/Oneida County
12223,Ashland,WV,Tri-State/Milton J. Ferguson Field
11146,Charleston/Dunbar,WV,Yeager
11027,Clarksburg/Fairmont,WV,North Central West Virginia
13121,Lewisburg,WV,Greenbrier Valley
11122,Casper,WY,Casper/Natrona County International
11233,Cheyenne,WY,Cheyenne Regional/Jerry Olson Field
11097,Cody,WY,Yellowstone Regional
11865,Gillette,WY,Gillette Campbell County
12441,Jackson,WY,Jackson Hole
14543,Rock Springs,WY,Rock Springs Sweetwater County
